"id2" "x2" "c2" "L2" "N2" "id3" "x3" "c3" "L3" "N3"
13 0.27457072 0.656610398 0.128217148 5 5 0.978651763 0.836606632837939 0.11234717 0
14 0.281619211 0.915509932 0.429248237 9 1 0.141028979 0.836764918162644 0.317116238 9
14 0.281619211 0.915509932 0.429248237 9 2 0.40010447 0.423796463842183 0.134562259 0
14 0.281619211 0.915509932 0.429248237 9 3 0.432313299 0.562915318190719 0.159834691 0
14 0.281619211 0.915509932 0.429248237 9 4 0.5045828 0.239204331715919 0.104889664 0
14 0.281619211 0.915509932 0.429248237 9 5 0.5045828 0.695786362537597 0.133743719 0
14 0.281619211 0.915509932 0.429248237 9 6 0.603118316 0.771179132674914 0.130026205 0
14 0.281619211 0.915509932 0.429248237 9 7 0.627973272 0.95276964572326 0.138257549 0
14 0.281619211 0.915509932 0.429248237 9 8 0.580256796 0.982540617261373 0.151677577 0
14 0.281619211 0.915509932 0.429248237 9 9 1 -0.126726290712708 0.012177662 0
15 0.285825021 0.451536421 0.274423335 6 1 0.442999997 0.879692644800052 0.103439105 0
15 0.285825021 0.451536421 0.274423335 6 2 0.586204957 0.861951280688166 0.109738752 0
15 0.285825021 0.451536421 0.274423335 6 3 0.739414158 0.830819451838222 0.143570258 0
15 0.285825021 0.451536421 0.274423335 6 4 0.883384928 0.673297024149283 0.097754908 0
15 0.285825021 0.451536421 0.274423335 6 5 0.917639936 0.46634753864835 0.047780154 0
15 0.285825021 0.451536421 0.274423335 6 6 0.917639936 0.820233974925377 0.126587811 2
16 0.299744324 0.870263424 0.198677269 5 1 0.402312564 0.351772560619547 0.079240225 1
16 0.299744324 0.870263424 0.198677269 5 2 0.483014199 0.325378567863738 0.054798073 0
16 0.299744324 0.870263424 0.198677269 5 3 0.5478064 0.298805262377945 0.106986021 0
16 0.299744324 0.870263424 0.198677269 5 4 0.720161597 0.621229120093839 0.087556927 0
16 0.299744324 0.870263424 0.198677269 5 5 0.91528736 0.55812889825643 0.117126213 0
17 0.309291736 0.292691908 0.24075251 5 1 0.438662186 0.593992129185317 0.052097903 1
17 0.309291736 0.292691908 0.24075251 5 2 0.493752283 0.689762891981777 0.116695955 0
17 0.309291736 0.292691908 0.24075251 5 3 0.615301289 0.849158059933008 0.100693288 0
17 0.309291736 0.292691908 0.24075251 5 4 0.877018843 0.834378861797403 0.130093666 0
17 0.309291736 0.292691908 0.24075251 5 5 0.912071389 0.85228429583146 0.06385445 0
18 0.318494923 0.751123372 0.394912346 5 1 0.095947379 0.533979410183123 0.068590267 0
18 0.318494923 0.751123372 0.394912346 5 2 0.349524556 0.819213780147016 0.096732372 0
18 0.318494923 0.751123372 0.394912346 5 3 0.405266656 0.737894214875765 0.137202968 0
18 0.318494923 0.751123372 0.394912346 5 4 0.453788506 0.825298771123326 0.125982801 1
18 0.318494923 0.751123372 0.394912346 5 5 0.556927286 0.909571136532056 0.121275274 0
19 0.327331433 0.769340406 0.333998384 3 1 0.479751791 0.860111400171599 0.09566716 0
19 0.327331433 0.769340406 0.333998384 3 2 0.541186059 0.894217824674854 0.093427912 0
19 0.327331433 0.769340406 0.333998384 3 3 0.917392349 0.851845210796199 0.023870977 0
20 0.327331433 0.800922507 0.343844738 2 1 0.510251992 0.344188786150146 0.092210336 0
20 0.327331433 0.800922507 0.343844738 2 2 0.595458717 0.780633590902512 0.083485899 0
21 0.327331433 0.753435969 0.407419663 4 1 0.262009206 0.406577985905736 0.043403042 0
21 0.327331433 0.753435969 0.407419663 4 2 0.352378887 0.998504011014374 0.085858476 0
21 0.327331433 0.753435969 0.407419663 4 3 0.416450537 0.891673992171026 0.125084843 0
21 0.327331433 0.753435969 0.407419663 4 4 0.523752795 0.769315364053459 0.122578897 1
22 0.354231457 0.803237129 0.37187247 8 1 0.243516461 0.545824634161429 0.077467492 0
22 0.354231457 0.803237129 0.37187247 8 2 0.333383204 0.657174518923031 0.091903395 0
22 0.354231457 0.803237129 0.37187247 8 3 0.369196191 0.847735653569663 0.095257819 0
22 0.354231457 0.803237129 0.37187247 8 4 0.397775666 0.512781307236879 0.112537477 0
22 0.354231457 0.803237129 0.37187247 8 5 0.440154311 0.734274178141882 0.115272493 0
22 0.354231457 0.803237129 0.37187247 8 6 0.502828587 0.915637772800511 0.092873558 0
22 0.354231457 0.803237129 0.37187247 8 7 0.935595942 0.902511049272826 0.013731486 0
22 0.354231457 0.803237129 0.37187247 8 8 0.954489183 -0.0380380386728069 0.025717242 0
23 0.388410134 0.88500839 0.287758472 9 1 0.143310874 0.263703393200722 0.051510049 0
23 0.388410134 0.88500839 0.287758472 9 2 0.353625733 0.467773045068631 0.089230719 0
23 0.388410134 0.88500839 0.287758472 9 3 0.363176488 -0.490649733648755 0.035488238 0
23 0.388410134 0.88500839 0.287758472 9 4 0.354308967 0.578587875988559 0.074817556 0
23 0.388410134 0.88500839 0.287758472 9 5 0.423743709 0.541979206578016 0.08584383 0
23 0.388410134 0.88500839 0.287758472 9 6 0.457519352 0.77968126764709 0.057543634 0
23 0.388410134 0.88500839 0.287758472 9 7 0.513101774 0.68279477364556 0.086976029 0
23 0.388410134 0.88500839 0.287758472 9 8 0.540022971 0.807696103073821 0.07004075 0
23 0.388410134 0.88500839 0.287758472 9 9 0.712544985 0.559130926934008 0.090723354 0
24 0.388410134 0.837046785 0.384296362 5 1 0.314007828 0.79374960979519 0.09893346 0
24 0.388410134 0.837046785 0.384296362 5 2 0.399917475 0.820773402969319 0.096682011 0
24 0.388410134 0.837046785 0.384296362 5 3 0.429783123 0.803991619042826 0.108251991 0
24 0.388410134 0.837046785 0.384296362 5 4 0.537362138 0.590376628394 0.099412491 0
24 0.388410134 0.837046785 0.384296362 5 5 0.929361339 0.451204137777904 0.048733036 0
25 0.417516687 0.833735886 0.185252873 5 1 0.365138596 0.493546619361405 0.027153963 0
25 0.417516687 0.833735886 0.185252873 5 2 0.565386238 0.838072773342677 0.077636574 0
25 0.417516687 0.833735886 0.185252873 5 3 0.682131265 0.252079504507824 0.066208127 0
25 0.417516687 0.833735886 0.185252873 5 4 0.945845715 0.940772946765583 0.105359717 0
25 0.417516687 0.833735886 0.185252873 5 5 0.945845715 0.266809829407722 0.094205196 0
26 0.490363415 0.757490277 0.212887488 4 1 0.26689488 0.559852441105216 0.067951177 0
26 0.490363415 0.757490277 0.212887488 4 2 0.43324894 0.733254432999433 0.096114549 0
26 0.490363415 0.757490277 0.212887488 4 3 1 -0.155394025331862 0.026126842 0
26 0.490363415 0.757490277 0.212887488 4 4 1 0.645185980492077 0.023767425 0
27 0.508833654 0.259521345 0.054495129 1 1 0.892643685 0.384272826861015 0.081543801 0
28 0.516294633 0.850572111 0.226065171 2 1 0.211286142 0.667822578938916 0.073027126 0
28 0.516294633 0.850572111 0.226065171 2 2 0.37093547 0.85270004260122 0.097842794 0
29 0.536601766 0.659245185 0.121688724 2 1 0.65747462 0.537092507869752 0.088591271 0
29 0.536601766 0.659245185 0.121688724 2 2 0.891084076 0.963139308827862 0.114164826 0
30 0.553046922 0.861080741 0.167115214 2 1 0.412897357 0.779286892389609 0.052910018 0
30 0.553046922 0.861080741 0.167115214 2 2 1 0.646371886858665 0.019226634 0
31 0.608335629 0.822346323 0.225535211 3 1 0.131753559 0.854230473037957 0.066676171 0
31 0.608335629 0.822346323 0.225535211 3 2 0.262093512 0.337812437617345 0.124103432 0
31 0.608335629 0.822346323 0.225535211 3 3 0.809017065 0.0668662405829984 0.01674897 0
32 0.647023537 0.645602586 0.11846033 1 1 0.171751347 0.794556295232791 0.068940178 0
33 0.654428545 0.787608061 0.029260827 2 1 0.859499121 0.285245217543492 0.062032603 0
33 0.654428545 0.787608061 0.029260827 2 2 1 0.0803127151357174 0.11277091 1
34 0.682199773 0.90214063 0.117460165 3 1 0.986055911 0.520955002747281 0.018527841 0
34 0.682199773 0.90214063 0.117460165 3 2 0.986055911 0.931833819505527 0.021414429 0
34 0.682199773 0.90214063 0.117460165 3 3 0.986055911 0.893891999814679 0.047493188 0
35 0.719243356 0.871291851 0.150998118 2 1 0.856917026 0.496353457787656 0.009256572 0
35 0.719243356 0.871291851 0.150998118 2 2 0.906928854 -0.0624405792800669 0.02519332 0
36 0.746687425 0.861052361 0.154146437 2 1 0.737955745 -0.260848137842352 0.021784172 0
36 0.746687425 0.861052361 0.154146437 2 2 0.737955745 0.504378520957442 0.01483426 0
