"id2" "x2" "c2" "L2" "N2" "id3" "x3" "c3" "L3" "N3" "id4" "x4" "c4" "L4"
14 0.281619211 0.915509932 0.429248237 9 1 0.141028979 0.836764918162644 0.317116238 9 5 0.412657673 0.819509824891449 0.068238474
14 0.281619211 0.915509932 0.429248237 9 1 0.141028979 0.836764918162644 0.317116238 9 6 0.53462657 0.679699205072077 0.095479784
14 0.281619211 0.915509932 0.429248237 9 1 0.141028979 0.836764918162644 0.317116238 9 7 0.638750143 0.332763992838309 0.029940447
14 0.281619211 0.915509932 0.429248237 9 1 0.141028979 0.836764918162644 0.317116238 9 8 0.98152313 0.736086354995869 0.022611554
14 0.281619211 0.915509932 0.429248237 9 1 0.141028979 0.836764918162644 0.317116238 9 9 1 0.82744203816975 0.024019925
15 0.285825021 0.451536421 0.274423335 6 6 0.917639936 0.820233974925377 0.126587811 2 1 0.954352552 0.714122550595713 0.021461367
15 0.285825021 0.451536421 0.274423335 6 6 0.917639936 0.820233974925377 0.126587811 2 2 0.954352552 0.833406054416869 0.03856871
16 0.299744324 0.870263424 0.198677269 5 1 0.402312564 0.351772560619547 0.079240225 1 1 0.989535577 0.28402696543848 0.019822585
17 0.309291736 0.292691908 0.24075251 5 1 0.438662186 0.593992129185317 0.052097903 1 1 0.211603685 0.812805176314108 0.097385999
18 0.318494923 0.751123372 0.394912346 5 4 0.453788506 0.825298771123326 0.125982801 1 1 0.083242109 0.635667789115532 0.043654881
21 0.327331433 0.753435969 0.407419663 4 4 0.523752795 0.769315364053459 0.122578897 1 1 0.217279314 0.765053710896477 0.054327939
33 0.654428545 0.787608061 0.029260827 2 2 1 0.0803127151357174 0.11277091 1 1 0.784424722 0.453636880937722 0.018546105
